GeneSymbol	Hyp1	Hyp2	Norm1	Norm2
SH3BGRL3	1800	2915	3613	1976
UBXN11	20	42	91	63
CD52	0	0	0	0
CRYBG2	1	0	2	0
ENSG00000225854	0	0	0	0
ZNF683	0	0	0	0
LIN28A	1	0	9	3
DHDDS	348	568	1020	588
RPL17P9	10	0	0	1
DHDDS-AS1	11	21	15	0
HMGN2	2695	3127	5115	3595
DPPA2P2	0	0	0	0
RPS6KA1	34	104	112	71
MIR1976	0	0	0	0
RN7SL679P	0	0	0	0
RNU7-29P	0	0	0	0
ENSG00000289452	0	0	0	0
ENSG00000229247	0	0	0	0
ENSG00000238316	0	0	0	0
ENSG00000235069	0	0	0	0
ENSG00000260063	0	0	17	7
ENSG00000290006	0	0	0	0
ARID1A	1724	1917	4366	2662
PIGV	240	181	413	258
RN7SL165P	0	0	0	0
ENSG00000287810	0	0	0	0
ZDHHC18	217	463	306	163
SFN	0	0	0	0
GPN2	294	700	651	405
ENSG00000226698	0	0	0	0
ENSG00000289554	9	58	64	56
GPATCH3	66	102	168	96
NUDC	1323	1855	3059	2239
NR0B2	0	0	0	0
KDF1	0	0	0	1
RPL12P13	3	0	0	0
RPL32P6	0	0	0	0
OSTCP2	0	0	0	0
TRNP1	189	258	658	534
TENT5B	9	52	14	15
SLC9A1	452	395	683	456
ENSG00000229985	0	0	0	0
CHCHD3P3	0	0	0	0
NPM1P39	16	10	11	11
SNRPEP7	0	0	0	0
WDTC1-DT	0	0	0	0
WDTC1	317	438	616	376
ENSG00000243659	0	0	0	7
TMEM222	82	160	205	123
RNU6-48P	7	0	4	7
ACTG1P20	0	0	7	1
SYTL1	8	49	40	12
MAP3K6	113	271	266	157
FCN3	0	0	0	1
CD164L2	0	0	0	0
ENSG00000231207	3	0	0	0
GPR3	5	2	12	16
WASF2	4927	6233	4988	3373
ENSG00000241169	0	0	0	0
ENSG00000237429	0	0	0	0
AHDC1	251	541	564	404
FGR	0	0	0	0
ENSG00000235912	1	0	1	1
LINC02574	0	0	0	3
IFI6	55	348	42	26
ENSG00000225886	0	0	0	0
RNU6-949P	0	0	0	0
CHMP1AP1	0	0	0	0
RNU6-424P	0	0	0	0
ENSG00000287244	0	0	0	0
FAM76A	320	124	295	290
ENSG00000231344	0	0	0	1
RPEP3	0	0	0	3
STX12	1215	1467	3292	2400
ENSG00000269971	0	0	1	0
ENSG00000270031	0	0	2	5
RNU6-1245P	0	0	0	0
ENSG00000286433	0	0	0	0
PPP1R8	695	724	1610	1138
SCARNA1	0	0	0	0
THEMIS2	24	28	41	22
RPA2	343	576	711	416
SMPDL3B	0	0	2	0
ENSG00000227050	0	0	0	0
XKR8	126	236	163	121
EYA3	846	976	1257	881
ENSG00000238231	0	0	0	0
RN7SL559P	0	0	4	0
SPCS2P4	2	4	11	18
ENSG00000228943	0	0	0	0
ENSG00000289576	0	0	0	0
ARL8BP2	0	0	0	0
RNU6-176P	0	0	0	0
PTAFR	0	0	5	2
DNAJC8	3021	3391	6276	5220
ENSG00000290123	0	0	4	0
ATP5IF1	1272	1053	1803	1601
ENSG00000270605	30	1	24	32
ENSG00000271398	0	0	0	0
SESN2	51	263	871	459
MED18	76	113	274	201
PHACTR4	1512	1066	2819	1900
DNAJC8P4	0	32	0	0
RNU6ATAC27P	0	55	0	0
RCC1	635	819	734	458
SNHG3	244	422	614	449
SNORA73A	0	0	0	0
SNORA73B	0	0	19	0
PRDX3P2	0	0	5	0
ENSG00000279443	0	0	12	8
TRNAU1AP	254	344	628	412
SNHG12	180	214	192	159
SNORD99	0	0	1	1
SNORA61	0	0	0	0
SNORA44	0	0	0	0
SNORA16A	0	0	0	0
TAF12	744	552	1208	1027
RAB42	38	17	60	13
TAF12-DT	0	0	3	0
ENSG00000270103	0	0	0	0
RNU11	0	0	0	0
GMEB1	428	537	725	481
ENSG00000252777	0	0	0	0
ENSG00000289291	0	0	0	8
YTHDF2	1433	1297	4514	3120
OPRD1	27	47	202	121
ENSG00000233427	0	0	0	0
EPB41	1082	974	1524	975
ENSG00000225616	0	6	3	0
Metazoa_SRP	4	2	19	22
TMEM200B	49	91	58	20
ENSG00000225750	0	0	0	0
SRSF4	3921	3959	3691	2863
ENSG00000277916	0	0	0	0
MECR	87	208	277	144
ENSG00000237934	0	0	0	0
PTPRU	738	1883	1650	884
LINC01756	0	0	0	0
ENSG00000225011	0	0	0	0
ENSG00000228176	0	0	0	0
ENSG00000284676	0	0	0	0
ENSG00000270927	0	0	0	0
LINC01648	0	0	0	0
ENSG00000233372	0	0	0	0
ENSG00000231251	0	0	0	0
ENSG00000236335	0	0	0	0
ENSG00000231949	0	0	0	0
ENSG00000289710	0	0	0	0
MATN1	13	0	7	0
MATN1-AS1	52	2	11	4
ENSG00000287510	0	0	0	0
LAPTM5	9	0	11	13
MIR4420	0	0	0	0
ENSG00000229607	0	0	0	0
LINC01778	0	0	3	3
RN7SKP91	0	0	0	0
ENSG00000235143	0	0	0	0
SDC3	1576	2048	1986	1464
RN7SL371P	0	0	0	0
PUM1	2699	2615	5933	3806
ENSG00000237329	0	0	0	0
ENSG00000232768	0	0	0	0
SELENOWP1	0	0	0	0
RPL21P22	0	0	0	0
NKAIN1	11	5	17	13
SNRNP40	415	511	1032	710
ENSG00000229447	3	0	5	8
ZCCHC17	629	972	999	821
ENSG00000229044	0	0	0	11
FABP3	163	65	75	78
SERINC2	36	64	161	87
EEF1A1P46	1	0	0	0
RNU6-40P	0	0	0	0
LDC1P	0	0	0	0
LINC01226	0	1	4	3
ENSG00000229167	0	0	0	0
TINAGL1	0	1	6	9
HCRTR1	0	0	0	0
PEF1	172	407	595	357
PEF1-AS1	31	5	14	15
ENSG00000264078	0	0	3	0
COL16A1	782	1547	901	538
ADGRB2	55	302	158	126
MIR4254	0	0	0	0
ENSG00000254545	0	0	0	0
SPOCD1	83	163	155	120
ENSG00000203620	0	0	0	1
ENSG00000269967	55	12	5	4
PTP4A2	5531	4912	14301	10599
ENSG00000288678	0	0	0	0
ENSG00000228634	0	0	8	8
ENSG00000284702	0	0	1	0
KHDRBS1	3851	4320	8500	5868
ENSG00000203325	0	11	8	2
TMEM39B	100	72	113	114
MIR5585	0	0	0	0
KPNA6	1755	1928	4451	2702
ENSG00000250135	0	0	0	0
TXLNA	1331	1994	4269	2614
CCDC28B	38	105	67	41
ENSG00000224066	0	0	2	0
IQCC	35	28	50	22
DCDC2B	0	0	3	11
TMEM234	56	92	107	79
EIF3I	1462	1958	2952	1691
ENSG00000291132	21	2	47	16
MTMR9LP	0	0	0	0
ENSG00000290045	1	5	1	3
FAM167B	1	0	15	1
LCK	0	0	0	0
HDAC1	1080	1178	2198	1338
MARCKSL1	566	1236	2757	1713
ENSG00000233775	0	0	0	0
TSSK3	0	55	3	1
FAM229A	15	28	21	10
BSDC1	471	979	1131	749
GAPDHP20	0	0	0	0
ENSG00000270850	0	0	0	0
LRRC37A12P	0	0	0	0
RN7SL122P	0	0	0	0
ENSG00000254553	0	8	0	0
ZBTB8B	30	1	21	3
ZBTB8A	560	151	654	530
ZBTB8OS	341	309	1124	959
RBBP4	1986	1812	5273	3339
SYNC	36	28	179	120
ENSG00000224409	0	0	0	0
KIAA1522	450	606	297	166
YARS1	1566	1915	7310	4370
S100PBP	770	642	1900	1295
FNDC5	25	15	18	16
HPCA	0	0	0	2
TMEM54	20	62	51	25
ENSG00000287691	0	0	0	0
RNF19B	296	334	793	529
ENSG00000278966	0	0	1	0
ENSG00000217644	0	0	0	0
ENSG00000239670	0	0	0	0
ENSG00000236065	0	0	0	0
AK2	2137	2601	4765	3266
AZIN2	41	168	151	68
ENSG00000278997	20	6	39	23
TRIM62	70	123	420	239
ENSG00000279179	0	0	33	19
ENSG00000284721	0	0	0	0
ZNF362	325	621	1003	596
ENSG00000270115	0	23	2	8
A3GALT2	0	0	0	0
ENSG00000225313	224	207	317	246
PHC2	886	1955	2133	1200
MIR3605	0	0	1	0
RN7SKP16	2	35	15	20
PHC2-AS1	0	0	0	3
TLR12P	0	0	0	0
ZSCAN20	223	300	529	357
ENSG00000235907	7	0	0	2
CSMD2	27	32	10	12
HSPD1P14	0	0	0	0
HMGB4	0	0	0	0
CSMD2-AS1	0	0	0	0
RNA5SP42	0	0	0	0
C1orf94	0	0	0	0
ENSG00000270241	0	0	0	0
ENSG00000287703	0	0	0	0
MIR552	0	0	0	0
SMIM12	204	223	641	413
GJB5	0	0	0	0
GJB4	0	0	0	0
ENSG00000255811	0	0	0	0
GJB3	0	0	0	0
GJA4	0	0	0	0
ENSG00000230163	0	0	0	0
DLGAP3	0	0	0	7
ENSG00000284773	29	49	23	15
GPR199P	2	0	2	4
TMEM35B	3	0	7	3
ENSG00000271741	0	0	0	0
ZMYM6	1035	862	905	727
ZMYM1	1349	842	1553	1232
RPL12P45	0	0	0	0
EFCAB14P1	0	0	0	0
ENSG00000284640	0	0	8	0
SFPQ	4357	3765	13352	10320
ZMYM4	2034	2875	6973	4769
RN7SL503P	0	0	0	0
SNORA62	0	0	0	0
RPL5P4	4	10	14	12
ZMYM4-AS1	0	11	3	0
KIAA0319L	1359	1726	2893	1649
ENSG00000236274	0	0	0	0
NCDN	78	220	328	183
TFAP2E-AS1	9	0	0	0
TFAP2E	47	50	110	57
PSMB2	1177	1779	5613	3503
C1orf216	156	303	880	553
CLSPN	58	19	430	345
ENSG00000232335	0	0	0	0
AGO4	749	535	1250	977
AGO1	600	595	1421	855
CFAP97P1	0	0	0	0
ENSG00000286899	0	0	0	4
ENSG00000271914	0	0	0	0
AGO3	2323	1915	2251	1598
ENSG00000271554	5	0	0	0
ENSG00000232862	0	0	0	3
TEKT2	11	0	10	3
ADPRS	191	306	332	195
COL8A2	1808	2468	2035	1298
TRAPPC3	594	584	1820	1079
MAP7D1	911	1580	2560	1449
RN7SL131P	0	0	0	0
THRAP3	4738	5459	11073	7849
UBE2V2P4	13	0	0	0
SH3D21	842	952	696	481
EVA1B	0	0	0	0
ENSG00000286379	147	28	49	47
STK40	572	823	1484	1104
LSM10	38	80	186	80
RNU4-27P	0	0	0	0
OSCP1	85	23	157	106
SNORA63C	14	0	0	0
MRPS15	684	699	1855	1257
CSF3R	0	0	0	0
FTLP18	0	0	0	0
ENSG00000284705	0	0	0	0
ENSG00000284720	0	0	0	0
ENSG00000234481	0	0	0	0
GRIK3	0	0	0	0
ENSG00000284650	0	0	0	0
ENSG00000223944	0	0	0	0
MIR4255	0	0	0	0
RNU6-636P	0	0	0	0
RNA5SP43	0	0	0	0
RPS29P6	0	0	0	0
ZC3H12A-DT	16	44	48	45
ZC3H12A	46	87	59	43
MIR6732	0	0	0	0
MEAF6	1357	1281	2237	1784
MIR5581	0	0	4	0
SNIP1	381	580	617	394
FTH1P1	0	0	0	0
RPS27P9	5	29	11	4
DNALI1	532	626	728	488
GNL2	6135	5367	4993	3785
ENSG00000284748	0	0	0	0
RSPO1	0	0	0	0
C1orf109	224	323	637	381
CDCA8	238	226	221	115
EPHA10	0	0	0	0
ACTN4P2	0	0	0	0
ENSG00000227416	0	0	0	0
MANEAL	0	0	11	0
ENSG00000233728	0	0	0	0
YRDC	128	186	392	210
C1orf122	14	99	130	39
MTF1	436	444	911	568
ENSG00000235673	0	0	0	0
ENSG00000230955	0	0	0	0
INPP5B	184	196	675	460
SNORA63	0	0	7	0
RNU6-584P	0	0	0	0
SF3A3	2396	2229	4884	3465
RNU6-510P	7	0	31	16
FHL3	328	468	285	215
UTP11	1205	724	2945	2382
POU3F1	2	17	4	6
MIR3659HG	0	0	2	2
ENSG00000223589	0	0	0	0
MIR3659	0	0	0	0
LINC02786	0	0	0	0
ENSG00000286552	0	0	0	0
ENSG00000287987	0	0	0	0
LINC01343	0	0	0	0
ENSG00000275350	0	0	0	0
RNU6-753P	0	0	0	0
LINC01685	0	0	0	2
HSPA5P1	17	12	13	13
ENSG00000284632	0	0	0	0
RRAGC	328	583	969	604
ENSG00000273637	0	0	0	0
RRAGC-DT	0	0	7	6
MYCBP	61	116	414	271
ENSG00000274944	0	0	0	0
GJA9	0	0	0	0
RHBDL2	15	0	4	7
RNU6-605P	0	0	0	0
EIF1P2	0	0	1	1
AKIRIN1	1372	1329	5929	4175
NDUFS5	2766	3006	7215	4846
MACF1	22994	20842	38164	26890
RNU6-608P	0	0	0	0
RNA5SP44	0	0	0	0
ENSG00000287422	0	0	0	0
ENSG00000226438	0	0	0	0
HSPE1P8	0	0	1	0
BMP8A	5	39	28	13
OXCT2P1	0	0	2	9
PPIEL	46	27	96	110
PABPC4	7460	7697	9278	6554
PABPC4-AS1	26	0	7	4
SNORA55	0	0	0	0
HEYL	6	0	13	6
ENSG00000225903	0	0	0	0
NT5C1A	2	0	0	1
HPCAL4	0	0	1	5
PPIE	864	815	1114	930
ENSG00000225333	1	0	0	0
RNU7-121P	0	0	0	0
ENSG00000289711	0	0	0	0
BMP8B	42	69	29	15
OXCT2	0	0	0	2
BMP8B-AS1	0	0	0	0
ENSG00000261798	0	0	0	0
ENSG00000229213	0	0	0	0
ENSG00000284719	0	0	0	0
LINC02811	0	0	0	0
TRIT1	508	485	821	592
MYCL	6	13	29	12
MYCL-AS1	0	0	4	2
MFSD2A	49	24	36	30
ENSG00000228477	2	5	5	2
CAP1	8354	8074	25170	17175
PPT1	883	1037	2236	1374
OAZ1P1	0	0	0	0
RLF	3002	2531	4476	3210
RNU6-1237P	13	0	0	0
TMCO2	0	0	0	5
ZMPSTE24-DT	92	41	169	147
ZMPSTE24	1250	1198	5205	3751
ENSG00000231296	0	0	3	0
COL9A2	68	127	75	22
RPL21P20	0	1	1	0
SMAP2	565	354	1283	895
ENSG00000213172	0	0	0	0
ENSG00000290111	0	0	0	0
ENSG00000284677	1	0	0	5
ZFP69B	51	61	518	443
ENSG00000260920	45	65	496	418
ENSG00000279667	0	37	7	18
ZFP69	57	12	301	231
EXO5-DT	0	9	26	9
EXO5	3	0	56	26
ENSG00000227278	0	0	0	0
ENSG00000238186	0	0	19	8
ZNF684	146	209	224	233
ENSG00000286838	0	0	0	2
ENSG00000236505	0	0	0	0
GTF2F2P2	0	0	0	0
RIMS3	2	47	121	55
ENSG00000287743	0	0	0	0
ENSG00000237899	0	0	1	0
NFYC-AS1	2	12	61	30
NFYC	431	367	961	669
MIR30E	0	0	0	0
MIR30C1	0	0	0	0
KCNQ4	33	0	5	3
RN7SL326P	0	0	0	0
CITED4	0	0	6	1
ENSG00000229528	0	0	0	0
ENSG00000228940	0	0	0	0
ENSG00000286668	0	0	0	0
UBE2V1P8	0	0	0	0
CTPS1	40	111	1253	713
SLFNL1-AS1	0	15	9	14
SLFNL1	0	0	7	10
SCMH1	380	497	844	473
RPL23AP17	0	0	0	0
ENSG00000287400	14	0	0	9
SCMH1-DT	0	0	4	7
RPL36AP9	0	0	0	0
ENSG00000291157	0	0	0	0
ENSG00000286640	0	0	0	0
FOXO6	18	31	16	7
FOXO6-AS1	0	0	0	0
RNA5SP45	0	0	0	0
EDN2	0	21	4	0
HIVEP3	188	190	493	347
ENSG00000230881	0	0	0	0
ENSG00000230638	0	0	0	3
ENSG00000284895	0	0	0	0
ENSG00000287587	4	0	0	0
HNRNPFP1	0	0	0	0
ENSG00000228776	0	0	0	0
GUCA2B	0	0	0	0
GUCA2A	0	0	0	0
FOXJ3	2028	1898	2441	1893
ENSG00000227527	0	0	1	0
RIMKLA	47	0	31	26
ENSG00000235002	0	0	0	0
ZMYND12	0	0	0	0
PPCS	830	1115	1766	1327
CCDC30	109	95	98	69
RPS3AP11	1	1	0	0
TMSB4XP1	14	11	7	4
RNU6-536P	0	0	0	0
ENSG00000236180	0	0	1	0
PPIH	300	227	257	157
ENSG00000285728	85	100	40	62
ENSG00000234917	0	0	1	5
YBX1	30556	28736	43333	31117
CLDN19	0	0	0	0
P3H1	4316	4731	6212	4297
C1orf50	76	45	163	70
ENSG00000283580	0	0	0	0
C1orf50-AS1	0	0	0	0
TMEM269	91	38	10	14
SVBP	147	142	235	178
ERMAP	139	281	495	309
ZNF691-DT	21	27	18	22
ZNF691	29	102	121	75
ENSG00000233708	0	0	0	0
MKRN8P	0	0	0	0
ATP6V1E1P1	0	0	0	2
ENSG00000288955	0	4	13	0
SLC2A1	11853	18463	7775	5120
ATP6V0CP4	0	0	0	0
SLC2A1-DT	1	37	36	36
ENSG00000283973	3	0	0	1
RNU6-880P	0	0	0	0
ENSG00000277513	0	0	0	0
CFAP144	1	27	19	0
EBNA1BP2	625	740	2693	2064
MIR6733	0	0	0	0
CFAP57	22	0	6	3
RNA5SP46	0	0	0	0
TMEM125	51	22	8	3
C1orf210	0	1	0	0
TIE1	24	4	8	16
MPL	18	20	11	12
ENSG00000287113	0	0	0	0
CDC20-DT	2	0	0	0
CDC20	162	211	246	124
ELOVL1	468	704	1011	616
MIR6734	0	0	0	0
ENSG00000288772	0	24	1	0
MED8	565	947	1214	828
MED8-AS1	39	53	72	16
SZT2	223	501	610	352
SZT2-AS1	0	0	0	0
MIR6735	0	0	0	0
HYI	0	0	0	0
HYI-AS1	11	0	3	0
PTPRF	4780	7187	3800	2328
KDM4A	321	286	1388	892
ENSG00000284989	0	0	0	0
KDM4A-AS1	87	0	40	32
ST3GAL3	104	66	71	44
ST3GAL3-AS1	0	0	0	0
ENSG00000233674	0	0	0	0
MIR6079	0	0	0	0
SHMT1P1	0	0	0	0
ARTN	41	63	17	13
LINC02918	14	0	11	5
ENSG00000288573	0	0	0	0
IPO13	95	115	481	271
ENSG00000285649	0	0	1	5
DPH2	138	211	196	120
ATP6V0B	196	399	347	205
B4GALT2	333	712	768	433
CCDC24	5	11	30	7
SLC6A9	35	33	501	296
ENSG00000230615	44	20	64	35
ENSG00000227163	0	0	0	0
KRT8P47	0	0	0	0
RN7SL479P	0	0	0	0
KLF17	0	0	4	0
ENSG00000233514	1	1	14	16
KLF18	0	0	0	0
ENSG00000226804	0	0	0	0
OOSP1P1	0	0	0	0
ENSG00000227994	0	0	0	0
ENSG00000271329	0	0	0	0
DMAP1	183	230	841	576
ERI3	256	277	513	280
ERI3-IT1	17	0	0	3
RNU6-369P	0	0	0	0
RNF220	123	296	391	211
MIR5584	0	0	0	0
TMEM53	59	58	94	34
ARMH1	0	0	6	2
RNU5F-1	0	0	0	0
RNU5D-1	0	0	0	0
KIF2C	391	276	211	141
ENSG00000225721	0	0	5	0
RPS8	17693	22001	31188	19677
SNORD55	0	0	0	0
SNORD46	0	0	0	6
SNORD38A	0	0	1	1
SNORD38B	0	0	0	0
RPS15AP11	2	1	1	0
BEST4	4	0	0	0
PLK3	139	289	235	104
DYNLT4	1	0	8	0
ENSG00000290041	0	0	7	6
BTBD19	87	139	390	269
PTCH2	1	0	10	2
RNU5E-6P	0	0	0	0
ENSG00000226499	0	1	0	3
EIF2B3	448	536	1140	914
RNA5SP47	0	0	0	0
CCNB1IP1P1	0	0	0	0
PPIAP35	0	0	0	0
MRPS17P1	1	0	7	0
HECTD3	495	795	916	608
UROD	336	414	835	526
ZSWIM5	11	51	78	62
OSTCP5	0	0	0	0
LINC01144	0	0	9	1
HPDL	0	0	13	4
MUTYH	20	28	12	30
ENSG00000288208	0	0	0	0
TOE1	2	28	78	32
TESK2	1	45	18	9
PPIAP36	0	0	0	1
CCDC163	0	15	19	2
MMACHC	53	74	303	288
PRDX1	814	1446	4743	2863
HMGB1P48	0	0	0	0
AKR1A1	475	915	1015	536
ENSG00000281133	0	0	0	0
ENSG00000280836	0	0	0	4
ENSG00000289407	1	0	0	6
NASP	1879	1575	4092	3118
ENSG00000281112	0	0	0	0
ENSG00000281825	0	0	0	0
CCDC17	0	7	13	2
GPBP1L1	3500	3497	5570	3969
RPS15AP10	49	37	10	5
RPL7AP16	5	17	13	4
TMEM69	306	272	849	483
IPP	447	558	977	791
ENSG00000230896	24	34	101	85
RPL6P1	1	1	0	0
MAST2	901	1271	1544	816
TMA16P2	0	0	0	0
PIK3R3	25	41	1410	841
P3R3URF-PIK3R3	0	0	0	0
ENSG00000226957	0	0	3	0
COX7BP4	0	0	0	0
ENSG00000227857	0	0	9	0
TSPAN1	0	19	3	3
P3R3URF	0	0	0	0
POMGNT1	387	886	1160	591
LURAP1	22	0	3	12
RAD54L	14	32	23	37
LRRC41	832	1401	1328	811
UQCRH	1570	1854	2429	1743
NSUN4	260	160	281	222
ENSG00000225779	0	35	0	0
FAAH	0	0	2	0
FAAHP1	0	0	0	0
ENSG00000291138	0	0	0	0
LINC01398	0	0	0	0
DMBX1	0	0	0	0
TMEM275	0	0	0	0
MKNK1-AS1	3	0	2	6
KNCN	0	0	0	0
MKNK1	138	136	448	398
MOB3C	226	150	188	122
ATPAF1	903	977	1778	1344
NENFP1	0	0	0	0
TEX38	0	2	0	0
EFCAB14-AS1	0	0	0	0
EFCAB14	2363	1746	4282	3363
ENSG00000236476	0	0	0	0
CYP4B1	0	0	0	0
CYP4Z2P	0	0	0	0
TUBAP8	0	0	0	0
CYP4A11	0	0	0	0
CYP4A26P	0	0	0	0
CYP4A43P	0	0	0	0
CYP4A27P	0	0	0	0
CYP4A44P	0	0	0	0
CYP4X1	0	0	56	30
CYP4Z1	0	0	1	0
TUBAP9	0	0	0	0
CYP4A22-AS1	0	0	3	4
CYP4A22	0	0	0	0
MTND1P34	0	0	0	0
LINC00853	0	0	2	1
ENSG00000290081	0	0	0	0
PDZK1IP1	0	0	0	4
TAL1	0	0	2	2
ENSG00000226252	0	0	0	0
STIL	363	212	328	206
CMPK1	9710	8084	12580	10211
LINC01389	0	0	0	0
FOXE3	0	0	0	0
FOXD2-AS1	11	0	47	40
FOXD2	23	42	81	49
ENSG00000271355	0	0	0	0
RPL21P24	0	0	0	0
ATP6V0E1P4	0	0	0	0
LINC01738	0	0	0	0
TRABD2B	0	0	4	1
ENSG00000223814	0	0	0	0
ENSG00000225028	0	0	0	0
LINC02794	0	0	0	0
ENSG00000231413	0	0	0	0
CYP46A4P	0	0	0	0
ENSG00000290466	0	0	0	3
ENSG00000279096	0	0	4	0
SKINT1L	0	0	0	0
ENSG00000291246	0	0	0	0
ENSG00000223720	0	0	0	0
SLC5A9	0	0	8	2
ENSG00000272491	0	0	3	0
ENSG00000279214	0	0	1	1
SPATA6	292	342	727	586
PPP1R8P1	0	0	0	2
RNU6-723P	0	0	0	0
ENSG00000235105	1	45	12	10
RNU4-61P	0	0	0	0
RPL21P25	0	0	2	0
AGBL4	0	0	0	0
ENSG00000287661	0	0	0	0
BEND5	445	311	400	284
ENSG00000286597	0	0	0	0
ENSG00000229846	0	0	0	0
AGBL4-AS1	0	0	0	0
AGBL4-IT1	0	0	0	0
ENSG00000237478	0	0	0	0
ZNF859P	0	0	0	0
ENSG00000279324	0	0	0	0
MTND2P29	0	0	0	0
ELAVL4	0	0	0	0
ENSG00000230828	0	0	0	0
ELAVL4-AS1	0	0	0	0
ENSG00000233407	0	0	0	0
LINC02808	0	0	0	0
ENSG00000284645	0	0	0	0
ENSG00000234080	0	0	0	0
HMGB1P45	0	0	0	0
FCF1P6	0	0	0	0
DMRTA2	0	0	4	0
ENSG00000284700	0	0	0	4
FAF1	1663	1558	1990	1332
FAF1-AS1	0	0	0	3
RNU6-1026P	0	0	0	0
PHB1P12	0	0	0	0
MRPS6P2	1	0	0	0
CDKN2C	21	39	59	22
ENSG00000290102	0	0	0	0
MIR4421	0	0	0	0
MIR6500	0	0	0	0
C1orf185	0	0	0	0
CFL1P2	0	0	1	0
LINC01562	21	0	3	6
RNF11	4943	5065	7147	5279
ENSG00000233406	1	2	16	0
ENSG00000236434	0	0	0	0
TTC39A	11	4	16	17
TTC39A-AS1	0	0	0	0
EPS15	3305	3609	7876	5537
ENSG00000232027	0	0	0	11
RNU6-877P	1	0	0	0
ENSG00000238140	0	0	0	0
EPS15-AS1	0	32	0	8
RNU6-1281P	0	0	0	0
CALR4P	0	0	3	0
OSBPL9	5933	5430	8597	6594
GAPDHP51	0	0	0	0
SLC25A6P3	0	0	0	0
ENSG00000212624	0	0	0	0
NRDC	4861	5355	9360	6392
ENSG00000266993	15	0	16	20
ENSG00000272175	13	22	0	2
MIR761	0	0	0	0
TSEN15P2	0	0	0	0
RAB3B	4911	5223	3098	2074
RNA5SP48	0	0	0	6
ENSG00000229032	0	0	0	0
RN7SL290P	0	0	0	0
TXNDC12	48	72	43	40
ENSG00000285839	0	0	0	0
KTI12	75	54	156	91
ENSG00000223390	11	0	0	0
TXNDC12-AS1	0	0	2	5
BTF3L4	1704	1931	6059	4478
ZFYVE9	767	646	2249	1462
RN7SL788P	0	0	0	0
ENSG00000228407	0	0	3	0
ENSG00000223429	0	0	0	0
PDCL3P6	0	0	0	0
ENSG00000236004	0	0	0	0
DNAJC19P7	0	0	0	0
ANAPC10P1	0	0	1	0
CC2D1B	184	205	580	322
ENSG00000272100	0	0	2	0
ENSG00000287078	0	0	5	7
PLA2G12AP1	0	0	5	9
ORC1	47	23	55	35
PRPF38A	1987	1993	2297	1936
TUT4	2116	1715	3942	2865
ENSG00000272371	0	0	0	3
EEF1GP7	0	0	0	0
GPX7	608	677	571	525
SHISAL2A	0	0	1	3
COA7	248	406	906	656
NDUFS5P3	0	0	0	0
RN7SL62P	0	0	0	0
ZYG11B	2477	2512	3147	2331
RNU2-30P	0	0	0	0
RPS13P2	11	3	17	9
RNU6-969P	0	0	0	0
ZYG11A	0	51	9	25
ENSG00000242391	0	0	0	0
ECHDC2	317	379	469	314
ENSG00000230953	0	9	14	6
ENSG00000231866	0	0	0	0
SCP2	1359	1520	3661	2397
ENSG00000264834	0	0	0	0
ENSG00000266188	0	0	0	0
ENSG00000265815	0	0	0	0
H3P2	0	0	0	0
RRAS2P1	0	0	0	0
TUBBP10	0	0	0	0
PODN	32	120	48	37
ENSG00000232993	0	0	0	0
HIGD1AP11	0	0	0	0
SLC1A7	9	0	3	2
ENSG00000235563	0	0	0	0
ENSG00000277397	0	0	0	0
CPT2	163	107	228	204
ENSG00000236723	0	0	6	3
CZIB	374	504	638	412
CZIB-DT	0	7	0	1
MAGOH	353	186	681	479
MAGOH-DT	0	0	3	7
LRP8	118	59	407	279
ENSG00000234578	0	0	0	0
ENSG00000228838	0	0	0	0
ENSG00000232762	0	0	0	0
LRP8-DT	0	0	0	0
ENSG00000285954	0	0	0	0
ENSG00000226938	0	0	0	0
LINC02812	0	0	0	0
SLC25A3P1	0	0	0	0
ENSG00000288527	0	0	0	0
DMRTB1	0	0	0	0
GLIS1	2	73	0	5
RNU7-95P	0	0	0	0
NDC1	626	414	1269	977
ENSG00000201003	0	0	0	0
ENSG00000229687	0	0	0	0
YIPF1	368	601	1407	893
DIO1	0	0	0	0
IFT25	1013	801	1582	1152
LRRC42	1248	1166	1458	935
HNRNPA3P12	3	4	5	0
LDLRAD1	0	0	0	0
TMEM59	2507	3711	5894	3990
ENSG00000280378	0	12	4	4
TCEANC2	203	188	579	323
MIR4781	0	0	0	0
COX7BP3	0	0	0	0
ENSG00000279049	0	0	0	0
ENSG00000256407	0	0	0	0
CDCP2	0	0	0	0
ENSG00000280425	0	0	0	0
CYB5RL	58	101	124	96
MRPL37	1450	1335	2274	1485
SSBP3	364	299	1114	690
SSBP3-AS1	41	4	14	12
ENSG00000225632	0	0	0	0
ENSG00000232245	0	0	0	0
ENSG00000287582	0	0	0	0
LINC02784	0	0	0	0
ENSG00000237173	0	0	0	0
HNRNPA1P63	0	0	0	0
ACOT11	6	18	6	6
FAM151A	0	24	0	0
ENSG00000230728	0	0	0	0
MROH7	1	8	8	11
MROH7-TTC4	0	0	0	0
TTC4	6	0	2	4
PARS2	1	34	101	50
TTC22	0	0	0	0
ENSG00000237453	0	0	0	0
LEXM	0	0	0	0
DHCR24	228	429	830	447
ENSG00000287724	0	0	0	0
ENSG00000242396	0	0	0	0
DHCR24-DT	0	0	3	0
